GLD Weight,SPY Weight,QQQ Weight,TLT Weight,Total Return,Annualized Volatility,Max Drawdown
0.0,0.6000000000000001,0.2,0.2,0.35614450930582797,0.15754366077638646,-0.2778514242998438
0.05,0.55,0.2,0.2,0.38755852817827874,0.15101957736757027,-0.27035321207228813
0.1,0.5000000000000001,0.2,0.2,0.4187968194873446,0.14517880458529464,-0.26288491179675566
0.15,0.45000000000000007,0.2,0.2,0.4498151513172193,0.14010682605937516,-0.2554489794463374
0.2,0.4000000000000001,0.2,0.2,0.48056870791779804,0.1358897530026825,-0.24804788192363303
0.25,0.3500000000000001,0.2,0.2,0.511012190357871,0.1326091704555508,-0.24068409579566197
