ETF,Role Tag,Research Priority,Momentum Flag,Risk Flag,1M Return,3M Return,Annualized Volatility,3M Max Drawdown,Momentum Score,Risk Score,Drawdown Score,Role Score,Final ETF Score,ETF Stance
SPY,Core Equity Sleeve,Low,Strong,Defensive,0.0164362772863206,0.1051021823406401,0.1302769282118309,-0.0449465017302412,83.99609629514012,73.94461435763382,77.5267491348794,60,75.39013711968337,Constructive
QQQ,Growth / Sector Sleeve,Medium,Strong,Normal,0.0101177189982586,0.1853930735465678,0.2368491511862466,-0.0703200018650176,100.0,52.630169762750675,64.83999906749119,65,74.12554225418592,Constructive
XLK,Growth / Sector Sleeve,Medium,Strong,High Risk,0.0092301676329407,0.3083690807350683,0.3235219819585362,-0.1088744316638224,100.0,35.295603608292765,45.562784168088804,65,65.93645773569095,Neutral
TLT,Rate-Sensitive Defensive Sleeve,Medium,Weak,Defensive,-0.0004668518506329,-0.024446358490742,0.0913999061951639,-0.0480449774726836,42.59606467518246,81.72001876096722,75.9775112636582,55,61.53412957928731,Neutral
GLD,Defensive Diversification Sleeve,High,Weak,High Risk,-0.0477509042850209,-0.1361238961673405,0.2385739327971335,-0.1794227357705882,2.0001955070447153,52.2852134405733,10.288632114705905,70,29.829098210550157,Defensive
